campaign_id,campaign_name,channel,start_date,end_date,budget,leads_generated,conversion_rate,revenue,status,impressions,clicks,ctr,engagement_score,campaign_manager,notes
CMP01262,Event Promotion Nature,Email,2024-03-02,2024-08-28,31496.29,4673,9.97,192640.87,Completed,913826,18781,2.06,1.06,Sanjay Sharma,
CMP01263,Discount Offer Those,Search Engine,2023-06-15,2024-10-17,53245.15,3275,8.85,94415.89,Completed,600991,38428,6.39,9.81,Neha Reddy,
CMP01264,Discount Offer Sign,Newspaper,2023-12-01,2024-05-04,3807.64,4958,2.79,89122.21,Completed,863522,15992,1.85,9.69,Kiran Kumar,
CMP01265,Event Promotion Market,Search Engine,2024-01-23,2024-08-04,25161.91,1709,5.42,23883.05,Ongoing,804692,47399,5.89,4.56,Vikram Patel,
CMP01266,Discount Offer Meeting,Radio,2024-03-30,2025-01-25,34095.13,592,3.88,27038.41,Completed,113581,17173,15.12,7.56,Ravi Mehta,
CMP01267,Event Promotion Suffer,TV,2024-05-17,2024-09-13,15266.78,3068,4.82,141700.65,Completed,266956,36868,13.81,4.11,Anita Reddy,
CMP01268,Event Promotion Task,Email,2023-06-12,2024-03-16,47871.64,2339,9.89,47382.46,Completed,422240,30782,7.29,7.04,Kiran Mehta,
CMP01269,Seasonal Campaign Quite,TV,2024-02-27,2024-03-21,39708.03,186,9.72,7785.74,Completed,715016,32362,4.53,8.25,Neha Mehta,
CMP01270,Brand Awareness Role,Social Media,2023-08-15,2024-12-18,50808.73,2275,1.25,30949.36,Ongoing,903580,31458,3.48,9.52,Priya Mehta,
CMP01271,Seasonal Campaign Surface,Social Media,2023-06-22,2023-12-12,80704.07,1579,10.54,11522.83,Ongoing,945789,14389,1.52,4.6,Meena Joshi,
CMP01272,Discount Offer Right,Social Media,2023-10-30,2024-01-09,93144.7,2409,12.15,113157.11,Completed,117421,49923,42.52,8.05,Ravi Joshi,
CMP01273,Product Launch Stage,Search Engine,2024-04-07,2024-12-20,67059.65,174,4.17,7383.61,Planned,526893,8027,1.52,3.39,Vikram Sharma,
CMP01274,Seasonal Campaign Present,Search Engine,2023-09-11,2023-10-07,16316.73,2565,14.22,47894.44,Planned,465374,48430,10.41,9.91,Meena Joshi,
CMP01275,Product Launch Old,Influencer,2024-04-02,2024-12-11,20149.0,4196,10.52,63914.74,Ongoing,73303,1271,1.73,1.23,Anita Reddy,
CMP01276,Seasonal Campaign Response,Search Engine,2024-02-15,2024-03-20,56096.03,4901,0.57,110023.93,Ongoing,159211,12018,7.55,6.43,Amit Gupta,
CMP01277,Event Promotion Factor,Search Engine,2024-04-22,2025-07-07,94788.86,1052,1.03,22343.97,Ongoing,995653,42003,4.22,6.94,Kiran Kumar,
CMP01278,Brand Awareness Beautiful,Newspaper,2024-02-20,2025-04-02,13274.61,4070,5.96,106466.96,Planned,188210,39210,20.83,7.19,Priya Gupta,
CMP01279,Discount Offer Rather,Radio,2023-06-29,2025-05-01,85586.91,4304,11.03,61193.11,Planned,787237,12029,1.53,2.08,Vikram Joshi,
CMP01280,Product Launch Theory,Social Media,2023-10-31,2024-11-01,27027.16,4951,8.49,168628.99,Planned,863557,2639,0.31,9.45,Rahul Kumar,
CMP01281,Discount Offer This,Email,2024-01-29,2024-02-19,29319.5,1358,10.09,17125.74,Ongoing,145990,36827,25.23,2.63,Sanjay Kumar,
CMP01282,Seasonal Campaign Happen,Search Engine,2023-07-27,2024-05-30,37403.57,3094,9.27,147169.83,Completed,159518,46051,28.87,6.6,Amit Verma,
CMP01283,Discount Offer Year,Search Engine,2023-08-03,2023-09-20,66679.16,35,6.65,564.29,Ongoing,125040,22769,18.21,3.0,Neha Kumar,
CMP01284,Brand Awareness Bank,Email,2024-04-19,2025-06-16,85228.07,4192,6.74,185157.27,Completed,669406,5532,0.83,3.76,Sanjay Kumar,
CMP01285,Product Launch Pattern,Influencer,2024-01-17,2024-09-22,54726.65,2909,5.24,81053.42,Planned,524138,20744,3.96,5.92,Priya Kumar,
CMP01286,Seasonal Campaign Often,Social Media,2024-02-21,2024-03-19,30718.88,3135,10.82,116815.96,Completed,419034,18845,4.5,4.75,Ravi Mehta,
CMP01287,Product Launch I,Influencer,2024-02-25,2025-07-07,35312.37,3054,4.52,138607.08,Planned,757254,28328,3.74,2.44,Vikram Patel,
CMP01288,Discount Offer Citizen,TV,2023-09-14,2024-06-28,93169.3,621,1.89,29874.57,Completed,791756,34621,4.37,2.54,Sanjay Reddy,
CMP01289,Discount Offer Late,Radio,2024-03-03,2025-02-14,75039.42,4612,9.64,119147.61,Planned,863755,31803,3.68,4.76,Sanjay Gupta,
CMP01290,Product Launch Toward,Email,2024-02-20,2025-06-17,27860.51,3427,9.6,155781.78,Planned,796543,27028,3.39,7.82,Kiran Mehta,
CMP01291,Discount Offer Tough,Influencer,2024-02-03,2024-06-26,3662.29,2822,9.28,23370.46,Planned,956614,18422,1.93,9.08,Kiran Joshi,
CMP01292,Discount Offer While,Search Engine,2024-01-30,2025-03-22,41827.14,2106,14.34,30218.23,Planned,541677,22460,4.15,1.76,Rahul Patel,
CMP01293,Seasonal Campaign Exist,Social Media,2024-03-13,2025-08-10,11263.15,4601,13.66,30518.71,Planned,647465,29155,4.5,4.54,Kiran Desai,
CMP01294,Brand Awareness Here,Newspaper,2024-01-11,2024-10-30,83608.4,2334,11.7,15353.01,Completed,304571,42991,14.12,1.9,Anita Kumar,
CMP01295,Product Launch Raise,TV,2023-12-10,2024-09-14,59738.64,4836,12.6,159915.41,Planned,998083,16476,1.65,1.15,Rahul Patel,
CMP01296,Discount Offer Station,Email,2023-12-17,2024-12-03,28479.25,3482,8.83,21737.68,Completed,685106,6688,0.98,6.96,Amit Joshi,
CMP01297,Event Promotion Key,Email,2023-08-19,2024-08-19,13002.87,4088,8.88,175190.97,Completed,123883,25100,20.26,6.42,Amit Mehta,
CMP01298,Discount Offer Authority,TV,2023-12-06,2024-04-15,68166.99,1962,0.99,71027.13,Ongoing,744246,6404,0.86,2.47,Priya Kumar,
CMP01299,Event Promotion Whatever,Search Engine,2023-09-16,2025-01-04,9305.66,1728,11.2,77135.67,Planned,763501,7445,0.98,3.1,Anita Mehta,
CMP01300,Brand Awareness Affect,Search Engine,2023-12-06,2024-02-29,26130.65,1224,8.86,48069.37,Planned,918621,29400,3.2,1.21,Vikram Sharma,
CMP01301,Brand Awareness Generation,TV,2023-11-25,2024-04-15,96547.33,1354,14.63,26047.03,Completed,388952,24359,6.26,8.51,Sanjay Kumar,
CMP01302,Product Launch Drive,Email,2023-05-30,2024-12-29,28998.28,4730,13.58,184807.82,Planned,113221,25570,22.58,9.77,Meena Mehta,
CMP01303,Product Launch Federal,Influencer,2024-04-18,2024-09-13,54947.97,258,7.11,12824.04,Ongoing,800666,23117,2.89,2.22,Amit Sharma,
CMP01304,Brand Awareness Meeting,Email,2024-05-01,2024-11-08,43624.02,4113,4.21,36443.21,Planned,261669,15452,5.91,3.08,Priya Joshi,
CMP01305,Brand Awareness Stand,Influencer,2023-07-21,2024-04-27,13693.07,256,7.92,11582.63,Ongoing,760224,33465,4.4,8.82,Kiran Desai,
CMP01306,Discount Offer General,TV,2023-06-30,2025-08-11,42049.45,4389,13.94,55002.47,Completed,840873,19546,2.32,9.34,Kiran Patel,
CMP01307,Event Promotion Seem,Email,2023-07-09,2025-04-23,47610.16,11,13.35,340.95,Ongoing,526134,2436,0.46,4.78,Meena Verma,
CMP01308,Discount Offer Every,Influencer,2024-04-01,2024-04-07,37265.91,1060,12.04,8537.84,Completed,536242,9979,1.86,1.46,Meena Desai,
CMP01309,Brand Awareness Production,Email,2023-09-08,2024-12-24,14795.77,1598,2.13,20657.27,Ongoing,342383,32416,9.47,1.35,Anita Kumar,
CMP01310,Event Promotion Game,Email,2024-04-07,2025-06-05,28357.62,2322,4.09,95084.79,Completed,245761,33440,13.61,6.17,Neha Reddy,
CMP01311,Discount Offer May,Email,2023-10-31,2024-10-29,88431.44,3466,11.84,145393.96,Completed,833946,7621,0.91,4.54,Meena Mehta,
CMP01312,Event Promotion Specific,Newspaper,2024-05-13,2024-07-10,15156.87,1398,13.64,9454.33,Planned,875668,6271,0.72,1.26,Vikram Gupta,
CMP01313,Discount Offer Perhaps,Email,2024-04-20,2024-12-14,94771.71,2969,1.83,109356.93,Ongoing,885011,23581,2.66,6.25,Sanjay Kumar,
CMP01314,Brand Awareness Church,Influencer,2024-04-30,2025-08-18,80989.87,4468,1.25,71130.47,Planned,138541,18574,13.41,1.1,Vikram Chopra,
CMP01315,Event Promotion Care,Newspaper,2023-08-26,2024-10-12,46374.4,4331,14.49,70611.77,Planned,948609,46860,4.94,8.09,Anita Mehta,
CMP01316,Product Launch Current,Influencer,2023-10-12,2024-12-25,70353.82,671,3.27,25973.93,Completed,829533,44729,5.39,3.76,Ravi Verma,
CMP01317,Product Launch Recently,Email,2023-11-21,2024-01-13,30502.09,2074,10.1,61801.66,Ongoing,65323,45332,69.4,1.36,Ravi Patel,
CMP01318,Seasonal Campaign Nature,Influencer,2023-12-28,2024-11-20,22401.45,3365,3.16,53240.39,Ongoing,617210,21108,3.42,6.3,Sanjay Kumar,
CMP01319,Seasonal Campaign Wife,Influencer,2024-01-11,2025-06-14,65936.73,2818,1.36,82299.23,Completed,190139,1733,0.91,4.58,Anita Verma,
CMP01320,Event Promotion Word,Social Media,2023-07-29,2024-03-14,68900.69,496,8.76,15489.83,Planned,181448,12585,6.94,9.76,Neha Joshi,
CMP01321,Discount Offer Offer,Search Engine,2023-11-25,2025-03-16,38964.24,2689,0.62,132924.0,Planned,701947,43717,6.23,5.9,Anita Desai,
CMP01322,Product Launch Win,Email,2024-03-29,2024-11-12,35452.53,4947,6.26,109091.87,Planned,955480,3748,0.39,3.48,Kiran Reddy,
CMP01323,Discount Offer Professional,TV,2023-07-19,2024-08-01,82937.26,84,6.79,2578.19,Completed,236659,48045,20.3,7.38,Neha Chopra,
CMP01324,Seasonal Campaign Feel,Search Engine,2024-02-29,2025-08-16,82093.65,2508,11.25,80027.06,Completed,390678,13240,3.39,3.44,Neha Verma,
CMP01325,Discount Offer Somebody,Radio,2024-01-11,2024-10-16,79055.13,827,1.92,19289.35,Ongoing,855016,18021,2.11,9.14,Priya Patel,
CMP01326,Product Launch Person,Influencer,2023-12-08,2024-08-08,51889.85,900,8.36,44912.28,Ongoing,105537,14457,13.7,4.37,Vikram Reddy,
CMP01327,Discount Offer Best,Newspaper,2024-04-20,2024-07-21,22769.33,254,13.69,6458.95,Planned,865909,46236,5.34,5.95,Anita Kumar,
CMP01328,Brand Awareness Purpose,TV,2023-09-09,2025-02-17,28209.37,2100,9.68,78928.12,Ongoing,242983,3237,1.33,1.46,Meena Mehta,
CMP01329,Seasonal Campaign Early,TV,2024-01-18,2024-05-05,96237.02,4186,4.09,104033.32,Planned,567821,197,0.03,4.84,Vikram Gupta,
CMP01330,Discount Offer Wide,Influencer,2023-10-04,2025-01-14,18636.77,1496,3.5,11888.95,Planned,789260,11507,1.46,8.49,Amit Chopra,
CMP01331,Seasonal Campaign Cover,TV,2023-07-07,2024-03-21,81018.96,675,0.6,33724.82,Planned,2917,30675,100.0,8.25,Meena Mehta,
CMP01332,Brand Awareness Let,Email,2024-03-09,2024-03-20,98566.63,2416,11.29,26597.92,Planned,283762,12822,4.52,3.02,Priya Verma,
CMP01333,Event Promotion Late,Newspaper,2024-05-01,2024-10-06,38242.7,2209,11.76,64066.56,Planned,557542,13024,2.34,3.03,Priya Patel,
CMP01334,Product Launch Anything,Influencer,2023-07-16,2025-03-25,21638.11,3055,2.01,108180.35,Completed,787275,3850,0.49,8.36,Ravi Gupta,
CMP01335,Brand Awareness Focus,Newspaper,2023-10-22,2025-03-13,14776.19,3245,12.3,122750.28,Completed,368436,27833,7.55,9.37,Sanjay Verma,
CMP01336,Seasonal Campaign Allow,Social Media,2023-05-31,2024-03-11,53813.7,485,5.02,14884.96,Completed,510930,8635,1.69,1.86,Priya Chopra,
CMP01337,Discount Offer Member,Radio,2023-08-27,2025-06-07,61617.19,1010,12.7,13182.67,Planned,572650,24587,4.29,5.05,Anita Verma,
CMP01338,Product Launch Skin,Social Media,2023-06-09,2024-07-31,73235.24,2516,5.92,34630.28,Ongoing,283272,30751,10.86,4.04,Neha Gupta,
CMP01339,Event Promotion Bit,Search Engine,2024-03-11,2024-07-31,40394.68,988,1.8,27137.73,Completed,386925,4766,1.23,8.84,Kiran Chopra,
CMP01340,Brand Awareness Feel,Radio,2023-06-25,2024-04-02,98353.36,49,13.13,315.09,Completed,767641,48877,6.37,1.75,Meena Sharma,
CMP01341,Discount Offer Speech,Search Engine,2023-06-05,2024-02-27,2411.99,4917,3.36,106272.34,Completed,715743,17094,2.39,2.9,Priya Sharma,
CMP01342,Seasonal Campaign Film,Newspaper,2023-06-21,2025-02-05,70155.41,4162,2.32,159675.68,Planned,590833,1827,0.31,7.77,Rahul Mehta,
CMP01343,Discount Offer Remain,Newspaper,2023-10-09,2024-09-13,69647.71,1286,11.56,59277.32,Planned,83180,34722,41.74,1.46,Ravi Gupta,
CMP01344,Event Promotion Successful,Newspaper,2024-03-18,2025-08-02,90933.23,2842,11.75,127860.84,Ongoing,613246,10900,1.78,5.43,Neha Joshi,
CMP01345,Event Promotion Usually,Newspaper,2023-08-06,2025-04-22,23456.87,4822,5.12,169273.31,Ongoing,404081,37923,9.38,4.98,Meena Mehta,
CMP01346,Product Launch Mouth,TV,2024-05-03,2025-03-31,59156.5,742,2.0,23376.56,Ongoing,920723,43139,4.69,4.01,Rahul Verma,
CMP01347,Event Promotion Far,Email,2024-02-02,2025-05-24,34906.88,686,9.47,13389.2,Completed,302953,18808,6.21,4.55,Rahul Joshi,
CMP01348,Event Promotion Range,Email,2024-04-09,2024-11-05,6794.71,212,13.05,5341.61,Completed,379892,12919,3.4,5.77,Sanjay Kumar,
CMP01349,Product Launch Red,Influencer,2023-10-14,2024-10-03,27655.77,4304,11.55,128418.52,Planned,6287,9469,100.0,2.45,Priya Chopra,
CMP01350,Event Promotion Situation,Search Engine,2023-07-16,2025-06-03,9007.3,2656,5.81,128409.2,Ongoing,258665,9383,3.63,6.15,Priya Mehta,
CMP01351,Brand Awareness Movement,Email,2024-04-04,2024-05-16,75936.64,362,8.97,2620.56,Ongoing,952891,30673,3.22,8.25,Rahul Mehta,
CMP01352,Product Launch Site,Social Media,2024-03-07,2024-04-15,55940.33,3247,3.68,128392.05,Completed,9512,13271,100.0,7.84,Anita Kumar,
CMP01353,Discount Offer Take,Radio,2024-03-04,2025-04-23,35879.54,4181,3.37,102943.76,Planned,657702,31033,4.72,2.39,Priya Desai,
CMP01354,Product Launch Character,Search Engine,2023-11-30,2024-02-01,2441.49,191,12.72,2487.94,Completed,457292,5874,1.28,2.34,Ravi Sharma,
CMP01355,Event Promotion Democrat,Email,2023-08-07,2024-01-18,1672.55,1548,2.39,42990.35,Completed,109872,6619,6.02,3.41,Amit Joshi,
CMP01356,Seasonal Campaign Admit,Email,2024-04-01,2025-03-05,15716.79,1824,4.24,11271.45,Completed,937720,11083,1.18,4.25,Rahul Reddy,
CMP01357,Discount Offer Per,Radio,2023-12-26,2024-09-23,95368.31,844,13.38,15122.23,Completed,773042,31032,4.01,4.68,Neha Joshi,
CMP01358,Product Launch Study,Radio,2023-11-09,2025-05-10,26556.31,4128,3.96,188654.13,Completed,94070,30898,32.85,7.12,Neha Reddy,
CMP01359,Event Promotion We,Newspaper,2024-03-17,2025-08-14,80620.33,3210,9.0,141600.93,Completed,605055,18233,3.01,1.51,Rahul Mehta,
CMP01360,Seasonal Campaign Market,Social Media,2023-06-23,2025-03-18,54155.84,4973,7.51,127542.1,Completed,623117,15039,2.41,1.31,Neha Gupta,
CMP01361,Seasonal Campaign Change,Newspaper,2023-12-22,2025-05-17,65534.74,1147,11.31,31894.65,Completed,945118,881,0.09,4.53,Meena Mehta,
CMP01362,Seasonal Campaign Fact,Search Engine,2023-08-18,2023-11-10,49381.7,2108,8.39,33389.49,Ongoing,430474,49150,11.42,7.27,Anita Verma,
CMP01363,Product Launch Blood,Social Media,2023-09-11,2024-02-28,77099.48,2243,1.48,101605.19,Ongoing,43078,27724,64.36,2.74,Kiran Joshi,
CMP01364,Discount Offer Star,Social Media,2023-08-24,2024-03-12,28887.84,314,14.57,5745.55,Completed,369432,6923,1.87,6.77,Sanjay Kumar,
CMP01365,Product Launch Actually,Influencer,2024-03-07,2025-01-17,76094.4,488,1.69,16340.58,Completed,608812,18589,3.05,3.34,Kiran Patel,
CMP01366,Seasonal Campaign Deep,Social Media,2024-02-12,2025-03-15,3401.32,3661,4.34,48523.93,Ongoing,228645,40061,17.52,8.97,Anita Chopra,
CMP01367,Seasonal Campaign Student,Email,2023-09-16,2024-01-22,58358.61,2905,14.14,120590.24,Ongoing,537507,29218,5.44,9.06,Rahul Desai,
CMP01368,Product Launch Should,TV,2024-01-18,2024-08-31,76239.82,2327,13.26,23745.27,Ongoing,787667,34981,4.44,3.68,Meena Gupta,
CMP01369,Product Launch None,Email,2023-05-30,2024-10-01,62615.2,1491,11.76,41877.35,Planned,306073,16380,5.35,3.07,Rahul Verma,
CMP01370,Seasonal Campaign Company,Newspaper,2024-03-01,2024-08-26,32823.22,1266,2.21,55281.12,Completed,128309,22363,17.43,4.7,Kiran Patel,
CMP01371,Discount Offer Suddenly,Newspaper,2024-02-28,2024-03-08,13691.79,595,10.17,26344.65,Completed,330588,13665,4.13,3.16,Neha Reddy,
CMP01372,Discount Offer Apply,Social Media,2023-08-05,2024-12-16,90539.19,4691,1.71,145259.42,Completed,664927,20454,3.08,7.05,Meena Joshi,
CMP01373,Product Launch With,Influencer,2023-12-09,2024-04-03,16484.46,3705,12.91,149917.49,Completed,889266,43051,4.84,8.43,Meena Reddy,
CMP01374,Seasonal Campaign Perhaps,Influencer,2023-07-14,2024-02-08,72284.25,4814,4.99,232786.92,Planned,465008,25743,5.54,7.06,Sanjay Joshi,
CMP01375,Event Promotion Situation,Radio,2023-08-15,2024-07-27,21721.46,2036,12.81,47726.01,Completed,721801,23748,3.29,8.42,Vikram Gupta,
CMP01376,Product Launch Hotel,Radio,2023-10-20,2025-05-16,24385.89,1188,8.76,44745.47,Planned,347699,42071,12.1,4.57,Neha Desai,
CMP01377,Seasonal Campaign Truth,Influencer,2024-02-16,2024-05-10,54821.43,1718,13.76,15930.26,Completed,336842,18758,5.57,2.41,Neha Mehta,
CMP01378,Product Launch There,Email,2023-09-09,2024-12-30,34346.99,4837,12.27,127438.77,Planned,387594,21353,5.51,7.64,Rahul Joshi,
CMP01379,Brand Awareness Science,TV,2023-11-23,2024-06-10,90751.99,2414,6.33,37950.41,Completed,773608,48663,6.29,4.24,Rahul Kumar,
CMP01380,Seasonal Campaign Include,Search Engine,2023-09-24,2025-02-24,61011.58,1001,10.79,7652.72,Ongoing,661775,26490,4.0,7.04,Vikram Kumar,
CMP01381,Discount Offer Father,TV,2024-01-14,2024-10-22,37061.35,3188,3.17,101756.05,Ongoing,692519,23228,3.35,3.44,Neha Reddy,
CMP01382,Seasonal Campaign Listen,Radio,2024-01-11,2024-08-16,30390.91,3391,12.18,112641.89,Completed,44925,13589,30.25,1.73,Sanjay Mehta,
CMP01383,Brand Awareness Occur,Influencer,2023-06-28,2024-09-28,89152.08,492,10.16,10218.74,Completed,138023,38414,27.83,9.93,Kiran Reddy,
CMP01384,Discount Offer Friend,Radio,2023-11-17,2025-08-06,21468.14,2667,10.4,23368.08,Ongoing,88388,32758,37.06,2.41,Priya Verma,
CMP01385,Brand Awareness Together,Newspaper,2023-11-26,2024-10-31,95049.55,1614,1.71,24186.92,Ongoing,533295,6952,1.3,9.9,Rahul Kumar,
CMP01386,Event Promotion Style,TV,2023-06-15,2023-12-01,50907.13,3566,1.92,94549.62,Ongoing,258802,29550,11.42,9.8,Neha Desai,
CMP01387,Brand Awareness Body,Email,2023-11-24,2025-05-02,69275.65,3254,3.39,92526.14,Ongoing,436048,2651,0.61,8.14,Kiran Mehta,
CMP01388,Product Launch Provide,Email,2023-06-05,2025-08-20,20084.23,2329,10.75,67184.4,Ongoing,59596,6511,10.93,6.93,Rahul Reddy,
CMP01389,Discount Offer Head,TV,2024-04-12,2024-11-21,23977.43,2012,6.41,75675.1,Planned,908533,49259,5.42,6.2,Ravi Gupta,
CMP01390,Event Promotion Question,TV,2024-03-26,2024-07-02,24969.38,714,7.42,33049.5,Ongoing,949027,33343,3.51,8.79,Kiran Chopra,
CMP01391,Event Promotion Pattern,Influencer,2024-05-09,2025-07-03,72561.29,4583,6.5,140725.82,Ongoing,352005,21900,6.22,3.6,Neha Kumar,
CMP01392,Product Launch Yet,Email,2024-03-22,2024-09-21,40882.04,1793,8.09,18066.05,Ongoing,780554,10503,1.35,5.21,Meena Sharma,
CMP01393,Discount Offer Theory,Email,2023-09-04,2024-06-09,81067.5,489,12.08,3704.44,Planned,874172,7339,0.84,6.57,Anita Chopra,
CMP01394,Product Launch For,Newspaper,2023-07-15,2023-12-30,86616.4,64,12.18,1403.88,Planned,540812,6810,1.26,4.7,Priya Sharma,
CMP01395,Brand Awareness Suggest,Search Engine,2024-01-08,2025-08-23,3026.85,2191,11.47,90832.45,Completed,523244,21484,4.11,4.85,Amit Gupta,
CMP01396,Brand Awareness Admit,Newspaper,2023-09-28,2024-01-12,57412.28,2262,6.99,99645.03,Planned,413498,21138,5.11,3.97,Rahul Chopra,
CMP01397,Seasonal Campaign Not,Social Media,2024-01-21,2025-06-13,75673.45,1777,5.29,56141.04,Ongoing,680290,40946,6.02,6.08,Anita Gupta,
CMP01398,Seasonal Campaign More,Radio,2023-10-14,2024-12-18,3480.64,2909,1.49,16574.22,Completed,918581,22547,2.45,8.66,Priya Gupta,
CMP01399,Product Launch Stay,Radio,2024-04-26,2024-06-20,29092.89,44,9.64,1452.0,Ongoing,500097,2385,0.48,2.81,Vikram Desai,
CMP01400,Event Promotion Rich,Newspaper,2023-12-02,2025-02-01,60000.08,2090,4.58,78069.98,Completed,650789,38091,5.85,9.41,Sanjay Kumar,
CMP01401,Brand Awareness At,Newspaper,2023-10-31,2024-11-14,80805.34,4011,4.94,63579.77,Planned,808043,13621,1.69,7.2,Priya Joshi,
CMP01402,Product Launch Bag,Search Engine,2023-12-10,2024-10-03,41702.36,2079,11.74,47520.3,Ongoing,149056,47757,32.04,8.41,Neha Gupta,
CMP01403,Seasonal Campaign Indicate,Radio,2024-04-06,2025-08-20,92824.35,2956,13.17,90223.36,Ongoing,15060,7071,46.95,6.01,Meena Reddy,
CMP01404,Seasonal Campaign We,Social Media,2024-01-21,2024-10-04,92247.26,2042,10.64,70027.03,Completed,739345,29239,3.95,8.02,Anita Reddy,
CMP01405,Discount Offer Stuff,Newspaper,2023-08-29,2025-05-25,16341.17,3859,12.33,176442.43,Ongoing,478272,20009,4.18,1.15,Amit Kumar,
CMP01406,Seasonal Campaign Win,Search Engine,2024-03-25,2024-04-23,74812.67,3001,2.21,129781.53,Planned,519545,11631,2.24,8.37,Meena Chopra,
CMP01407,Seasonal Campaign When,Radio,2023-08-19,2025-08-10,12185.5,2241,14.45,80224.47,Planned,830735,14821,1.78,1.36,Amit Gupta,
CMP01408,Discount Offer Ask,Social Media,2023-10-28,2025-03-19,52427.6,1489,3.75,73341.93,Ongoing,191279,19306,10.09,9.01,Ravi Mehta,
CMP01409,Event Promotion Big,Newspaper,2023-08-30,2025-05-16,92256.33,2820,2.36,60736.74,Completed,731406,37811,5.17,9.93,Sanjay Chopra,
CMP01410,Discount Offer Could,Influencer,2023-12-28,2024-10-24,20389.28,1349,14.16,40342.59,Ongoing,685647,6630,0.97,3.65,Sanjay Reddy,
CMP01411,Brand Awareness Nation,Social Media,2023-06-26,2025-03-04,61806.16,2732,9.27,57802.06,Completed,40711,11216,27.55,2.89,Vikram Patel,
CMP01412,Event Promotion Environment,Search Engine,2024-05-08,2025-06-20,78182.42,3584,10.59,157926.98,Completed,144026,358,0.25,7.89,Kiran Kumar,
CMP01413,Seasonal Campaign Away,Radio,2023-12-14,2025-06-12,32678.19,1262,2.17,28979.45,Planned,336484,382,0.11,3.28,Priya Patel,
CMP01414,Seasonal Campaign Whom,Search Engine,2023-07-01,2024-03-03,64237.27,1326,8.98,41426.23,Planned,466317,14037,3.01,8.79,Neha Chopra,
CMP01415,Product Launch Eye,TV,2023-06-21,2023-07-02,73431.44,3108,1.25,101407.61,Ongoing,990024,1998,0.2,1.93,Anita Verma,
CMP01416,Product Launch Police,Influencer,2023-12-25,2025-06-13,39514.12,3940,5.61,103883.36,Ongoing,219134,4235,1.93,2.13,Vikram Reddy,
CMP01417,Event Promotion He,TV,2023-09-21,2024-08-28,53840.39,2658,6.35,98280.62,Ongoing,103974,6729,6.47,9.81,Amit Sharma,
CMP01418,Event Promotion Hundred,Newspaper,2024-05-10,2025-02-22,18222.67,1586,5.07,37504.14,Completed,150646,44036,29.23,7.06,Kiran Chopra,
CMP01419,Brand Awareness Us,TV,2023-05-30,2023-07-15,34180.85,4559,10.59,192764.64,Ongoing,403400,19684,4.88,8.62,Meena Patel,
CMP01420,Discount Offer Begin,Search Engine,2023-10-02,2023-11-30,54197.25,1647,7.41,14344.5,Planned,151168,23651,15.65,3.92,Anita Desai,
CMP01421,Seasonal Campaign Floor,Influencer,2023-05-30,2023-06-07,87269.67,25,4.67,438.63,Completed,593016,33480,5.65,7.09,Neha Desai,
CMP01422,Brand Awareness Ago,TV,2023-12-25,2024-01-17,57734.48,4571,2.72,131559.91,Planned,690376,47071,6.82,6.35,Meena Kumar,
CMP01423,Product Launch Mention,Email,2023-12-14,2025-03-08,81408.44,4403,8.45,138823.27,Planned,536534,17171,3.2,6.43,Kiran Joshi,
CMP01424,Product Launch And,Radio,2024-03-07,2024-11-29,33032.4,2979,10.01,121198.64,Planned,439774,20174,4.59,7.14,Sanjay Patel,
CMP01425,Brand Awareness Produce,Newspaper,2023-11-17,2024-06-09,32542.85,4237,2.44,161803.4,Completed,512937,25288,4.93,6.18,Anita Gupta,
CMP01426,Discount Offer Republican,Radio,2023-07-11,2024-06-01,34269.82,3789,14.45,33664.08,Planned,412597,2407,0.58,4.86,Ravi Patel,
CMP01427,Discount Offer Social,Radio,2023-09-02,2024-12-19,30292.32,1759,7.3,37962.15,Completed,915228,40001,4.37,3.48,Amit Reddy,
CMP01428,Seasonal Campaign Economy,Search Engine,2023-07-12,2024-08-21,81510.23,4843,6.48,133976.05,Planned,954959,11305,1.18,7.92,Amit Reddy,
CMP01429,Event Promotion Grow,Social Media,2023-09-14,2025-05-31,12790.83,4994,5.33,120972.93,Completed,93263,6006,6.44,3.04,Ravi Reddy,
CMP01430,Event Promotion Wind,Search Engine,2024-01-01,2024-08-15,36501.99,2130,14.02,68205.06,Ongoing,922522,2691,0.29,7.23,Sanjay Verma,
CMP01431,Brand Awareness Manage,Social Media,2024-01-17,2025-03-26,30272.87,1125,6.93,53500.41,Completed,536590,15249,2.84,3.1,Anita Chopra,
CMP01432,Brand Awareness Just,Radio,2023-10-16,2025-02-04,24436.39,3791,1.14,26043.14,Planned,854938,45018,5.27,6.63,Neha Sharma,
CMP01433,Seasonal Campaign Threat,Influencer,2023-10-10,2024-02-12,26301.73,1728,1.58,69378.0,Ongoing,566445,40051,7.07,7.72,Anita Mehta,
CMP01434,Product Launch Poor,Social Media,2023-09-17,2025-03-11,39481.89,4792,3.32,25708.06,Ongoing,580205,25250,4.35,2.97,Meena Joshi,
CMP01435,Product Launch Value,Newspaper,2023-05-31,2024-12-24,54840.18,1883,5.63,37230.98,Ongoing,224810,31952,14.21,1.54,Ravi Sharma,
CMP01436,Discount Offer Lose,TV,2023-08-10,2025-02-06,41517.65,4570,9.93,196764.46,Planned,97646,42970,44.01,2.18,Vikram Reddy,
